State,different_from_oregon_flag,metric_nodata_flag,metric,variable,category,category_reporting_flag,category_reporting_note
NC,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
NC,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
NC,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
NC,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
NC,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"North Carolina does not specify if this race category is included under a grouping it labels ""Other."""
NC,TRUE,FALSE,Deaths,Race,White,FALSE,NA
NC,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"North Carolina does not specify if this race category is included under a grouping it labels ""Other."""
NC,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NC,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
ND,TRUE,TRUE,Cases,Race,Black or African American,FALSE,NA
ND,TRUE,TRUE,Cases,Race,Hispanic or Latino,FALSE,NA
ND,TRUE,TRUE,Cases,Race,Asian,FALSE,NA
ND,TRUE,TRUE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
ND,TRUE,TRUE,Cases,Race,American Indian and Alaska Native,FALSE,NA
ND,TRUE,TRUE,Cases,Race,Two or more races,FALSE,NA
ND,TRUE,TRUE,Cases,Race,White,FALSE,NA
ND,TRUE,TRUE,Cases,Race,Some other race,FALSE,NA
ND,TRUE,TRUE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
ND,TRUE,TRUE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
ND,TRUE,TRUE,Deaths,Race,Black or African American,FALSE,NA
ND,TRUE,TRUE,Deaths,Race,Hispanic or Latino,FALSE,NA
ND,TRUE,TRUE,Deaths,Race,Asian,FALSE,NA
ND,TRUE,TRUE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
ND,TRUE,TRUE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
ND,TRUE,TRUE,Deaths,Race,Two or more races,FALSE,NA
ND,TRUE,TRUE,Deaths,Race,White,FALSE,NA
ND,TRUE,TRUE,Deaths,Race,Some other race,FALSE,NA
ND,TRUE,TRUE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
ND,TRUE,TRUE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
NE,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
NE,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
NE,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
NE,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
NE,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
NE,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Nebraska does not specify if this race category is included under a grouping it labels ""Other race."""
NE,TRUE,FALSE,Cases,Race,White,FALSE,NA
NE,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Nebraska does not specify if this race category is included under a grouping it labels ""Other race."""
NE,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NE,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
NE,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
NE,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
NE,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
NE,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
NE,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
NE,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Nebraska does not specify if this race category is included under a grouping it labels ""Other race."""
NE,TRUE,FALSE,Deaths,Race,White,FALSE,NA
NE,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Nebraska does not specify if this race category is included under a grouping it labels ""Other race."""
NE,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NE,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
NH,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
NH,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
NH,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
NH,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"New Hampshire includes this category under a grouping it labels ""Other."""
NH,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,"New Hampshire includes this category under a grouping it labels ""Other."""
NH,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"New Hampshire includes this category under a grouping it labels ""Other."""
NH,TRUE,FALSE,Cases,Race,White,FALSE,NA
NH,TRUE,FALSE,Cases,Race,Some other race,TRUE,"New Hampshire includes this category under a grouping it labels ""Other."""
NH,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NH,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
NH,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
NH,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
NH,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
NH,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"New Hampshire includes this category under a grouping it labels ""Other."""
NH,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,"New Hampshire includes this category under a grouping it labels ""Other."""
NH,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"New Hampshire includes this category under a grouping it labels ""Other."""
NH,TRUE,FALSE,Deaths,Race,White,FALSE,NA
NH,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"New Hampshire includes this category under a grouping it labels ""Other."""
NH,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NH,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
NJ,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
NJ,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
NJ,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
NJ,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"New Jersey includes this race category under a grouping it labels ""Other (non-Hispanic)."""
NJ,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,"New Jersey includes this race category under a grouping it labels ""Other (non-Hispanic)."""
NJ,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"New Jersey includes this race category under a grouping it labels ""Other (non-Hispanic)."""
NJ,TRUE,FALSE,Cases,Race,White,FALSE,NA
NJ,TRUE,FALSE,Cases,Race,Some other race,TRUE,"New Jersey includes this race category under a grouping it labels ""Other (non-Hispanic)."""
NJ,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NJ,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
NJ,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
NJ,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
NJ,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
NJ,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"New Jersey includes this race category under a grouping it labels ""Other (non-Hispanic)."""
NJ,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,"New Jersey includes this race category under a grouping it labels ""Other (non-Hispanic)."""
NJ,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"New Jersey includes this race category under a grouping it labels ""Other (non-Hispanic)."""
NJ,TRUE,FALSE,Deaths,Race,White,FALSE,NA
NJ,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"New Jersey includes this race category under a grouping it labels ""Other (non-Hispanic)."""
NJ,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NJ,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
NM,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
NM,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
NM,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
NM,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
NM,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
NM,TRUE,FALSE,Cases,Race,Two or more races,FALSE,NA
NM,TRUE,FALSE,Cases,Race,White,FALSE,NA
NM,TRUE,FALSE,Cases,Race,Some other race,FALSE,NA
NM,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NM,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
NM,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
NM,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
NM,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
NM,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
NM,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
NM,TRUE,FALSE,Deaths,Race,Two or more races,FALSE,NA
NM,TRUE,FALSE,Deaths,Race,White,FALSE,NA
NM,TRUE,FALSE,Deaths,Race,Some other race,FALSE,NA
NM,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NM,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
NV,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
NV,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
NV,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
NV,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Nevada does not specify if this race category is included under a grouping it labels ""Other."""
NV,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
NV,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Nevada does not specify if this race category is included under a grouping it labels ""Other."""
NV,TRUE,FALSE,Cases,Race,White,FALSE,NA
NV,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Nevada does not specify if this race category is included under a grouping it labels ""Other."""
NV,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NV,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
NV,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
NV,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
NV,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
NV,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Nevada does not specify if this race category is included under a grouping it labels ""Other."""
NV,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
NV,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Nevada does not specify if this race category is included under a grouping it labels ""Other."""
NV,TRUE,FALSE,Deaths,Race,White,FALSE,NA
NV,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Nevada does not specify if this race category is included under a grouping it labels ""Other."""
NV,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NV,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
NY,TRUE,TRUE,Cases,Race,Black or African American,FALSE,NA
NY,TRUE,TRUE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
NY,TRUE,TRUE,Cases,Race,Asian,TRUE,"Race/ethnicity data is reported separately by New York City and the rest of New York State. NYC reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian. New York State exlcuding NYC reports a grouping it labels ""Asian."""
NY,TRUE,TRUE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Race/ethnicity data is reported separately by New York City and the rest of New York State. NYC reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian. New York State exlcuding NYC reports a grouping it labels ""Asian."""
NY,TRUE,TRUE,Cases,Race,American Indian and Alaska Native,TRUE,"New York City includes this race category under a grouping it labels ""Other/unknown."" New York State excluding NYC does not specify if this race category is included under a grouping it labels ""Other."""
NY,TRUE,TRUE,Cases,Race,Two or more races,TRUE,"New York City includes this race category under a grouping it labels ""Other/unknown."" New York State excluding NYC does not specify if this race category is included under a grouping it labels ""Other."""
NY,TRUE,TRUE,Cases,Race,White,FALSE,NA
NY,TRUE,TRUE,Cases,Race,Some other race,TRUE,"New York City includes this race category under a grouping it labels ""Other/unknown."" New York State excluding NYC does not specify if this race category is included under a grouping it labels ""Other."""
NY,TRUE,TRUE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NY,TRUE,TRUE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
NY,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
NY,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
NY,TRUE,FALSE,Deaths,Race,Asian,TRUE,"Race/ethnicity data is reported separately by New York City and the rest of New York State. NYC reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian. New York State exlcuding NYC reports a grouping it labels ""Asian."""
NY,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Race/ethnicity data is reported separately by New York City and the rest of New York State. NYC reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian. New York State exlcuding NYC reports a grouping it labels ""Asian."""
NY,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,"New York City includes this race category under a grouping it labels ""Other/unknown."" New York State excluding NYC does not specify if this race category is included under a grouping it labels ""Other."""
NY,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"New York City includes this race category under a grouping it labels ""Other/unknown."" New York State excluding NYC does not specify if this race category is included under a grouping it labels ""Other."""
NY,TRUE,FALSE,Deaths,Race,White,FALSE,NA
NY,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"New York City includes this race category under a grouping it labels ""Other/unknown."" New York State excluding NYC does not specify if this race category is included under a grouping it labels ""Other."""
NY,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
NY,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
OH,FALSE,FALSE,Cases,Race,Black or African American,FALSE,NA
OH,FALSE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
OH,FALSE,FALSE,Cases,Race,Asian,FALSE,NA
OH,FALSE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
OH,FALSE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
OH,FALSE,FALSE,Cases,Race,Two or more races,FALSE,NA
OH,FALSE,FALSE,Cases,Race,White,FALSE,NA
OH,FALSE,FALSE,Cases,Race,Some other race,FALSE,NA
OH,FALSE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
OH,FALSE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
OH,FALSE,FALSE,Deaths,Race,Black or African American,FALSE,NA
OH,FALSE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
OH,FALSE,FALSE,Deaths,Race,Asian,FALSE,NA
OH,FALSE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
OH,FALSE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
OH,FALSE,FALSE,Deaths,Race,Two or more races,FALSE,NA
OH,FALSE,FALSE,Deaths,Race,White,FALSE,NA
OH,FALSE,FALSE,Deaths,Race,Some other race,FALSE,NA
OH,FALSE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
OH,FALSE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
OK,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
OK,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
OK,TRUE,FALSE,Cases,Race,Asian,TRUE,"Oklahoma reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
OK,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Oklahoma reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
OK,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
OK,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Oklahoma includes this race category under a grouping it labels ""Multiple Races/Other."""
OK,TRUE,FALSE,Cases,Race,White,FALSE,NA
OK,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Oklahoma includes this race category under a grouping it labels ""Multiple Races/Other."""
OK,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
OK,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
OK,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
OK,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
OK,TRUE,FALSE,Deaths,Race,Asian,TRUE,"Oklahoma reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
OK,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Oklahoma reports Asian as a panracial category, including Asian, Pacific Islander, and Native Hawaiian."
OK,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
OK,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Oklahoma includes this race category under a grouping it labels ""Multiple Races/Other."""
OK,TRUE,FALSE,Deaths,Race,White,FALSE,NA
OK,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Oklahoma includes this race category under a grouping it labels ""Multiple Races/Other."""
OK,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
OK,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
OR,FALSE,FALSE,Cases,Race,Black or African American,FALSE,NA
OR,FALSE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
OR,FALSE,FALSE,Cases,Race,Asian,FALSE,NA
OR,FALSE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
OR,FALSE,FALSE,Cases,Race,American Indian and Alaska Native,FALSE,NA
OR,FALSE,FALSE,Cases,Race,Two or more races,FALSE,NA
OR,FALSE,FALSE,Cases,Race,White,FALSE,NA
OR,FALSE,FALSE,Cases,Race,Some other race,FALSE,NA
OR,FALSE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
OR,FALSE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
OR,FALSE,FALSE,Deaths,Race,Black or African American,FALSE,NA
OR,FALSE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
OR,FALSE,FALSE,Deaths,Race,Asian,FALSE,NA
OR,FALSE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
OR,FALSE,FALSE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
OR,FALSE,FALSE,Deaths,Race,Two or more races,FALSE,NA
OR,FALSE,FALSE,Deaths,Race,White,FALSE,NA
OR,FALSE,FALSE,Deaths,Race,Some other race,FALSE,NA
OR,FALSE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
OR,FALSE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
PA,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
PA,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
PA,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
PA,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Pennsylvania does not specify if this race category is included under a grouping it labels ""Other."""
PA,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,"Pennsylvania does not specify if this race category is included under a grouping it labels ""Other."""
PA,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"Pennsylvania does not specify if this race category is included under a grouping it labels ""Other."""
PA,TRUE,FALSE,Cases,Race,White,FALSE,NA
PA,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Pennsylvania does not specify if this race category is included under a grouping it labels ""Other."""
PA,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
PA,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
PA,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
PA,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
PA,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
PA,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Pennsylvania does not specify if this race category is included under a grouping it labels ""Other."""
PA,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,"Pennsylvania does not specify if this race category is included under a grouping it labels ""Other."""
PA,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"Pennsylvania does not specify if this race category is included under a grouping it labels ""Other."""
PA,TRUE,FALSE,Deaths,Race,White,FALSE,NA
PA,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Pennsylvania does not specify if this race category is included under a grouping it labels ""Other."""
PA,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
PA,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
PR,TRUE,TRUE,Cases,Race,Black or African American,FALSE,NA
PR,TRUE,TRUE,Cases,Race,Hispanic or Latino,FALSE,NA
PR,TRUE,TRUE,Cases,Race,Asian,FALSE,NA
PR,TRUE,TRUE,Cases,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
PR,TRUE,TRUE,Cases,Race,American Indian and Alaska Native,FALSE,NA
PR,TRUE,TRUE,Cases,Race,Two or more races,FALSE,NA
PR,TRUE,TRUE,Cases,Race,White,FALSE,NA
PR,TRUE,TRUE,Cases,Race,Some other race,FALSE,NA
PR,TRUE,TRUE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
PR,TRUE,TRUE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
PR,TRUE,TRUE,Deaths,Race,Black or African American,FALSE,NA
PR,TRUE,TRUE,Deaths,Race,Hispanic or Latino,FALSE,NA
PR,TRUE,TRUE,Deaths,Race,Asian,FALSE,NA
PR,TRUE,TRUE,Deaths,Race,Native Hawaiian and Other Pacific Islander,FALSE,NA
PR,TRUE,TRUE,Deaths,Race,American Indian and Alaska Native,FALSE,NA
PR,TRUE,TRUE,Deaths,Race,Two or more races,FALSE,NA
PR,TRUE,TRUE,Deaths,Race,White,FALSE,NA
PR,TRUE,TRUE,Deaths,Race,Some other race,FALSE,NA
PR,TRUE,TRUE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
PR,TRUE,TRUE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
RI,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
RI,TRUE,FALSE,Cases,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
RI,TRUE,FALSE,Cases,Race,Asian,TRUE,"Rhode Island does not specify if this race category is included under a grouping it labels ""Non-Hispanic other."""
RI,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Rhode Island does not specify if this race category is included under a grouping it labels ""Non-Hispanic other."""
RI,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,"Rhode Island does not specify if this race category is included under a grouping it labels ""Non-Hispanic other."""
RI,TRUE,FALSE,Cases,Race,Two or more races,FALSE,NA
RI,TRUE,FALSE,Cases,Race,White,FALSE,NA
RI,TRUE,FALSE,Cases,Race,Some other race,TRUE,"Rhode Island does not specify if this race category is included under a grouping it labels ""Non-Hispanic other."""
RI,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
RI,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
RI,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
RI,TRUE,FALSE,Deaths,Race,Hispanic or Latino,TRUE,"Hispanic or Latino ethnicity, any race. All other race categories are defined as Not Hispanic or Latino."
RI,TRUE,FALSE,Deaths,Race,Asian,TRUE,"Rhode Island does not specify if this race category is included under a grouping it labels ""Non-Hispanic other."""
RI,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"Rhode Island does not specify if this race category is included under a grouping it labels ""Non-Hispanic other."""
RI,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,"Rhode Island does not specify if this race category is included under a grouping it labels ""Non-Hispanic other."""
RI,TRUE,FALSE,Deaths,Race,Two or more races,FALSE,NA
RI,TRUE,FALSE,Deaths,Race,White,FALSE,NA
RI,TRUE,FALSE,Deaths,Race,Some other race,TRUE,"Rhode Island does not specify if this race category is included under a grouping it labels ""Non-Hispanic other."""
RI,TRUE,FALSE,Deaths,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
RI,TRUE,FALSE,Deaths,Ethnicity,Not Hispanic or Latino,FALSE,NA
SC,TRUE,FALSE,Cases,Race,Black or African American,FALSE,NA
SC,TRUE,FALSE,Cases,Race,Hispanic or Latino,FALSE,NA
SC,TRUE,FALSE,Cases,Race,Asian,FALSE,NA
SC,TRUE,FALSE,Cases,Race,Native Hawaiian and Other Pacific Islander,TRUE,"South Carolina does not specify if this race category is included under a grouping it labels ""Other."""
SC,TRUE,FALSE,Cases,Race,American Indian and Alaska Native,TRUE,"South Carolina does not specify if this race category is included under a grouping it labels ""Other."""
SC,TRUE,FALSE,Cases,Race,Two or more races,TRUE,"South Carolina does not specify if this race category is included under a grouping it labels ""Other."""
SC,TRUE,FALSE,Cases,Race,White,FALSE,NA
SC,TRUE,FALSE,Cases,Race,Some other race,TRUE,"South Carolina does not specify if this race category is included under a grouping it labels ""Other."""
SC,TRUE,FALSE,Cases,Ethnicity,Hispanic or Latino (of any race),FALSE,NA
SC,TRUE,FALSE,Cases,Ethnicity,Not Hispanic or Latino,FALSE,NA
SC,TRUE,FALSE,Deaths,Race,Black or African American,FALSE,NA
SC,TRUE,FALSE,Deaths,Race,Hispanic or Latino,FALSE,NA
SC,TRUE,FALSE,Deaths,Race,Asian,FALSE,NA
SC,TRUE,FALSE,Deaths,Race,Native Hawaiian and Other Pacific Islander,TRUE,"South Carolina does not specify if this race category is included under a grouping it labels ""Other."""
SC,TRUE,FALSE,Deaths,Race,American Indian and Alaska Native,TRUE,"South Carolina does not specify if this race category is included under a grouping it labels ""Other."""
SC,TRUE,FALSE,Deaths,Race,Two or more races,TRUE,"South Carolina does not specify if this race category is included under a grouping it labels ""Other."""
SC,TRUE,FALSE,Deaths,Race,White,FALSE,NA
